,text,cleaned,casefolding,stopword,normalisasi,stemming,tokenisasi
720,"Prabowo Sebut Food Estate Solusi Ketahanan Pangan, Pakar: Gagal karena Lemah Perencanaan https://t.co/xmEkLzpn1l #TempoBisnis","Prabowo Sebut Food Estate Solusi Ketahanan Pangan, Pakar: Gagal karena Lemah Perencanaan","prabowo sebut food estate solusi ketahanan pangan, pakar: gagal karena lemah perencanaan","prabowo sebut food estate solusi ketahanan pangan, pakar: gagal lemah perencanaan","prabowo sebut makanan estate solusi ketahanan pangan , pakar : gagal lemah perencanaan",prabowo sebut makan estate solusi tahan pangan pakar gagal lemah rencana,"['prabowo', 'sebut', 'makan', 'estate', 'solusi', 'tahan', 'pangan', 'pakar', 'gagal', 'lemah', 'rencana']"
721,"@fadlizon @ShamsiAli2 Berarti fixed dong.. Bang Anies itu di usung oleh Sandiaga Uno,bukan mengajukan diri dan tahun 2019 menolak di calon kan Capres atau Cawapres kalo Pak Prabowo Nyapres..  Yang jadi pertanyaan,kenapa Pak Prabowo yang harus nya pensiun di tahun 2024,malah mencalonkan Capres lagi..","Berarti fixed dong.. Bang Anies itu di usung oleh Sandiaga Uno,bukan mengajukan diri dan tahun menolak di calon kan Capres atau Cawapres kalo Pak Prabowo Nyapres.. Yang jadi pertanyaan,kenapa Pak Prabowo yang harus nya pensiun di tahun ,malah mencalonkan Capres lagi..","berarti fixed dong.. bang anies itu di usung oleh sandiaga uno,bukan mengajukan diri dan tahun menolak di calon kan capres atau cawapres kalo pak prabowo nyapres.. yang jadi pertanyaan,kenapa pak prabowo yang harus nya pensiun di tahun ,malah mencalonkan capres lagi..","berarti fixed dong.. bang anies usung sandiaga uno,bukan mengajukan diri tahun menolak calon kan capres cawapres kalo pak prabowo nyapres.. jadi pertanyaan,kenapa pak prabowo harus nya pensiun di tahun ,malah mencalonkan capres lagi..","berarti tetap dong .. bang anies usung sandiaga uno , bukan mengajukan diri tahun tolak calon kan calon presiden calon wakil presiden kalau pak prabowo mencalonkan presiden .. jadi pertanyaan , kenapa pak prabowo harus nya pensiun di tahun , bahkan mencalonkan calon presiden lagi ..",arti tetap dong bang anies usung sandiaga uno bukan aju diri tahun tolak calon kan calon presiden calon wakil presiden kalau pak prabowo calon presiden jadi tanya kenapa pak prabowo harus nya pensiun di tahun bahkan calon calon presiden lagi,"['arti', 'tetap', 'dong', 'bang', 'anies', 'usung', 'sandiaga', 'uno', 'bukan', 'aju', 'diri', 'tahun', 'tolak', 'calon', 'kan', 'calon', 'presiden', 'calon', 'wakil', 'presiden', 'kalau', 'pak', 'prabowo', 'calon', 'presiden', 'jadi', 'tanya', 'kenapa', 'pak', 'prabowo', 'harus', 'nya', 'pensiun', 'di', 'tahun', 'bahkan', 'calon', 'calon', 'presiden', 'lagi']"
722,"@fabrizioromanto Gw juga asal prabowo gak jadi presiden, bau orbanya kentel banget cuy..","Gw juga asal prabowo gak jadi presiden, bau orbanya kentel banget cuy..","gw juga asal prabowo gak jadi presiden, bau orbanya kentel banget cuy..","gw asal prabowo gak jadi presiden, bau orbanya kentel banget cuy..","saya asal prabowo tidak jadi presiden , bau orde barunya kental banget coy ..",saya asal prabowo tidak jadi presiden bau orde baru kental banget coy,"['saya', 'asal', 'prabowo', 'tidak', 'jadi', 'presiden', 'bau', 'orde', 'baru', 'kental', 'banget', 'coy']"
723,"Mau bicara etik tapi tidak pantas untuk bicara etik. Tapi aku enggak sebut orangnya siapa, lho. Sorry yeee,"" kata Prabowo di hadapan masyarakat Medan. #newsupdate #update #news #text https://t.co/Pzgxbu7WQf""","Mau bicara etik tapi tidak pantas untuk bicara etik. Tapi aku enggak sebut orangnya siapa, lho. Sorry yeee,"" kata Prabowo di hadapan masyarakat Medan. ""","mau bicara etik tapi tidak pantas untuk bicara etik. tapi aku enggak sebut orangnya siapa, lho. sorry yeee,"" kata prabowo di hadapan masyarakat medan. ""","mau bicara etik tidak pantas bicara etik. aku enggak sebut orangnya siapa, lho. sorry yeee,"" kata prabowo hadapan masyarakat medan. ""","mau bicara etik tidak pantas bicara etik . saya tidak sebut orangnya siapa , kamu . maaf iya , "" kata prabowo hadapan masyarakat medan . """,mau bicara etik tidak pantas bicara etik saya tidak sebut orang siapa kamu maaf iya kata prabowo hadap masyarakat medan,"['mau', 'bicara', 'etik', 'tidak', 'pantas', 'bicara', 'etik', 'saya', 'tidak', 'sebut', 'orang', 'siapa', 'kamu', 'maaf', 'iya', 'kata', 'prabowo', 'hadap', 'masyarakat', 'medan']"
724,Dukungan Anak Muda terhadap pasangan @prabowo @gibran_tweet semakin menguat   Prabowo Subianto dianggap mampu menstabilkan ekonomi Indonesia  POV Anak Muda Indonesia di Jepang All in Prabowo  #AllInPrabowo #TDR_now #PrabowoGibran2024 https://t.co/4AZmIpdVfA,Dukungan Anak Muda terhadap pasangan semakin menguat Prabowo Subianto dianggap mampu menstabilkan ekonomi Indonesia POV Anak Muda Indonesia di Jepang All in Prabowo,dukungan anak muda terhadap pasangan semakin menguat prabowo subianto dianggap mampu menstabilkan ekonomi indonesia pov anak muda indonesia di jepang all in prabowo,dukungan anak muda pasangan semakin menguat prabowo subianto dianggap mampu menstabilkan ekonomi indonesia pov anak muda indonesia jepang all in prabowo,dukungan anak muda pasangan semakin menguat prabowo subianto dianggap mampu menstabilkan ekonomi indonesia pov anak muda indonesia jepang all in prabowo,dukung anak muda pasang makin kuat prabowo subianto anggap mampu stabil ekonomi indonesia pov anak muda indonesia jepang all in prabowo,"['dukung', 'anak', 'muda', 'pasang', 'makin', 'kuat', 'prabowo', 'subianto', 'anggap', 'mampu', 'stabil', 'ekonomi', 'indonesia', 'pov', 'anak', 'muda', 'indonesia', 'jepang', 'all', 'in', 'prabowo']"
725,"Nantangin mahasiswa mah jelas salah alamat TKN Prabowo Gibran..   Ditantang balik tuh, berani gak membuktikan kalau selebaran itu Hoax?!   Sekalian bawa Wiranto, Agum Gumelar, dan SBY biar tidak ada dusta!! https://t.co/rZKR0Gy0qd","Nantangin mahasiswa mah jelas salah alamat TKN Prabowo Gibran.. Ditantang balik tuh, berani gak membuktikan kalau selebaran itu Hoax?! Sekalian bawa Wiranto, Agum Gumelar, dan SBY biar tidak ada dusta!!","nantangin mahasiswa mah jelas salah alamat tkn prabowo gibran.. ditantang balik tuh, berani gak membuktikan kalau selebaran itu hoax?! sekalian bawa wiranto, agum gumelar, dan sby biar tidak ada dusta!!","nantangin mahasiswa mah jelas salah alamat tkn prabowo gibran.. ditantang balik tuh, berani gak membuktikan kalau selebaran hoax?! sekalian bawa wiranto, agum gumelar, sby biar ada dusta!!","menantang mahasiswa adalah jelas salah alamat tkn prabowo gibran .. ditantang balik itu , berani tidak membuktikan kalau selebaran isu bohong ? ! sekalian bawa wiranto , agum gumelar , susilo bambang yudhoyono supaya ada dusta ! !",tantang mahasiswa adalah jelas salah alamat tkn prabowo gibran tantang balik itu berani tidak bukti kalau selebaran isu bohong sekali bawa wiranto agum gumelar susilo bambang yudhoyono supaya ada dusta,"['tantang', 'mahasiswa', 'adalah', 'jelas', 'salah', 'alamat', 'tkn', 'prabowo', 'gibran', 'tantang', 'balik', 'itu', 'berani', 'tidak', 'bukti', 'kalau', 'selebaran', 'isu', 'bohong', 'sekali', 'bawa', 'wiranto', 'agum', 'gumelar', 'susilo', 'bambang', 'yudhoyono', 'supaya', 'ada', 'dusta']"
726,AHY meminta masyarakat memahami posisi politik Demokrat saat ini. Dia menyatakan Demokrat tetap perjuangkan perubahan meski mengusung Prabowo-Gibran. https://t.co/VHa5AEHnnc,AHY meminta masyarakat memahami posisi politik Demokrat saat ini. Dia menyatakan Demokrat tetap perjuangkan perubahan meski mengusung Prabowo-Gibran.,ahy meminta masyarakat memahami posisi politik demokrat saat ini. dia menyatakan demokrat tetap perjuangkan perubahan meski mengusung prabowo-gibran.,ahy meminta masyarakat memahami posisi politik demokrat ini. menyatakan demokrat tetap perjuangkan perubahan meski mengusung prabowo-gibran.,agus harimurti yudhoyono meminta masyarakat memahami posisi politik demokrat ini . menyatakan demokrat tetap perjuangkan perubahan meski mengusung prabowo-gibran .,agus harimurti yudhoyono minta masyarakat paham posisi politik demokrat ini nyata demokrat tetap juang ubah meski usung prabowo-gibran,"['agus', 'harimurti', 'yudhoyono', 'minta', 'masyarakat', 'paham', 'posisi', 'politik', 'demokrat', 'ini', 'nyata', 'demokrat', 'tetap', 'juang', 'ubah', 'meski', 'usung', 'prabowo-gibran']"
727,@zarryhendrik Betul zar mkan nya bagi saya ga ngaruh tetap all in prabowo jadi capres abadi.,Betul zar mkan nya bagi saya ga ngaruh tetap all in prabowo jadi capres abadi.,betul zar mkan nya bagi saya ga ngaruh tetap all in prabowo jadi capres abadi.,betul zar mkan nya saya ga ngaruh tetap all in prabowo jadi capres abadi.,betul zat makan nya saya tidak berpengaruh tetap all in prabowo jadi calon presiden abadi .,betul zat makan nya saya tidak pengaruh tetap all in prabowo jadi calon presiden abadi,"['betul', 'zat', 'makan', 'nya', 'saya', 'tidak', 'pengaruh', 'tetap', 'all', 'in', 'prabowo', 'jadi', 'calon', 'presiden', 'abadi']"
728,"Anies mengatakan, apresiasi yang sebesar-besarnya perlu diberikan kepada Kapolri Jenderal Polisi Listyo Sigit Prabowo dan jajaran kepolisian atas langkah sigap dan cepatnya dalam memastikan keamanan. https://t.co/ChYNuHZlWm","Anies mengatakan, apresiasi yang sebesar-besarnya perlu diberikan kepada Kapolri Jenderal Polisi Listyo Sigit Prabowo dan jajaran kepolisian atas langkah sigap dan cepatnya dalam memastikan keamanan.","anies mengatakan, apresiasi yang sebesar-besarnya perlu diberikan kepada kapolri jenderal polisi listyo sigit prabowo dan jajaran kepolisian atas langkah sigap dan cepatnya dalam memastikan keamanan.","anies mengatakan, apresiasi sebesar-besarnya perlu diberikan kapolri jenderal polisi listyo sigit prabowo jajaran kepolisian atas langkah sigap cepatnya memastikan keamanan.","anies mengatakan , apresiasi sebesar-besarnya perlu diberikan kepala kepolisian republik indonesia jenderal polisi listyo sigit prabowo jajaran kepolisian atas langkah sigap cepatnya memastikan keamanan .",anies kata apresiasi besar perlu beri kepala polisi republik indonesia jenderal polisi listyo sigit prabowo jajar polisi atas langkah sigap cepat pasti aman,"['anies', 'kata', 'apresiasi', 'besar', 'perlu', 'beri', 'kepala', 'polisi', 'republik', 'indonesia', 'jenderal', 'polisi', 'listyo', 'sigit', 'prabowo', 'jajar', 'polisi', 'atas', 'langkah', 'sigap', 'cepat', 'pasti', 'aman']"
729,"Walau saya tak setuju menyamakan orang dgn Hitler, saya lebih rispek sama @ulinyusron yg pernah unggah foto pak Prabowo yg dicitrakan mirip Hitler.   Kenapa? Beliau konsisten tdk dukung Prabowo, tdk spt @PartaiSocmed yg membabi-buta dukung Prabowo dan nyerang Anies. https://t.co/ybrgHFLG5h","Walau saya tak setuju menyamakan orang dgn Hitler, saya lebih rispek sama yg pernah unggah foto pak Prabowo yg dicitrakan mirip Hitler. Kenapa? Beliau konsisten tdk dukung Prabowo, tdk spt yg membabi-buta dukung Prabowo dan nyerang Anies.","walau saya tak setuju menyamakan orang dgn hitler, saya lebih rispek sama yg pernah unggah foto pak prabowo yg dicitrakan mirip hitler. kenapa? beliau konsisten tdk dukung prabowo, tdk spt yg membabi-buta dukung prabowo dan nyerang anies.","tak setuju menyamakan orang dgn hitler, saya lebih rispek sama yg pernah unggah foto pak prabowo yg dicitrakan mirip hitler. kenapa? beliau konsisten tdk dukung prabowo, tdk spt yg membabi-buta dukung prabowo nyerang anies.","tidak setuju menyamakan orang dengan hitler , saya lebih rispek sama yang pernah unggah foto pak prabowo yang dicitrakan mirip hitler . kenapa ? beliau konsisten tidak dukung prabowo , tidak seperti yang membabi-buta dukung prabowo serang anies .",tidak tuju sama orang dengan hitler saya lebih rispek sama yang pernah unggah foto pak prabowo yang citra mirip hitler kenapa beliau konsisten tidak dukung prabowo tidak seperti yang membabi-buta dukung prabowo serang anies,"['tidak', 'tuju', 'sama', 'orang', 'dengan', 'hitler', 'saya', 'lebih', 'rispek', 'sama', 'yang', 'pernah', 'unggah', 'foto', 'pak', 'prabowo', 'yang', 'citra', 'mirip', 'hitler', 'kenapa', 'beliau', 'konsisten', 'tidak', 'dukung', 'prabowo', 'tidak', 'seperti', 'yang', 'membabi-buta', 'dukung', 'prabowo', 'serang', 'anies']"
730,"Jd kepikiran, bener juga...  Jangan2 Jokowi 2 pemilu kmrn itu kualitasnya biasa aja. Tp krn lawannya Prabowo, jd terlihat istimewa 😂😂","Jd kepikiran, bener juga... Jangan Jokowi pemilu kmrn itu kualitasnya biasa aja. Tp krn lawannya Prabowo, jd terlihat istimewa","jd kepikiran, bener juga... jangan jokowi pemilu kmrn itu kualitasnya biasa aja. tp krn lawannya prabowo, jd terlihat istimewa","jd kepikiran, bener juga... jangan jokowi pemilu kmrn kualitasnya biasa aja. tp krn lawannya prabowo, jd terlihat istimewa","jadi terpikirkan , benar juga ... jangan jokowi pemilihan umum kemarin kualitasnya biasa saja . tapi karena lawannya prabowo , jadi terlihat istimewa",jadi pikir benar juga jangan jokowi pilih umum kemarin kualitas biasa saja tapi karena lawan prabowo jadi lihat istimewa,"['jadi', 'pikir', 'benar', 'juga', 'jangan', 'jokowi', 'pilih', 'umum', 'kemarin', 'kualitas', 'biasa', 'saja', 'tapi', 'karena', 'lawan', 'prabowo', 'jadi', 'lihat', 'istimewa']"
731,"Prabowo itu sejak lahir sudah kaya raya, belum pernah merasakan susah. Bagaimana bisa dia mengukur kemiskinan ? Ukuran miskinnya pasti beda.   Misalnya, kalo tanahnya yang 500rb hektar itu dikembalikan ke negara, dia pasti langsung merasa miskin 😁😁  https://t.co/N3BIzKNGBO","Prabowo itu sejak lahir sudah kaya raya, belum pernah merasakan susah. Bagaimana bisa dia mengukur kemiskinan ? Ukuran miskinnya pasti beda. Misalnya, kalo tanahnya yang rb hektar itu dikembalikan ke negara, dia pasti langsung merasa miskin","prabowo itu sejak lahir sudah kaya raya, belum pernah merasakan susah. bagaimana bisa dia mengukur kemiskinan ? ukuran miskinnya pasti beda. misalnya, kalo tanahnya yang rb hektar itu dikembalikan ke negara, dia pasti langsung merasa miskin","prabowo sejak lahir kaya raya, pernah merasakan susah. bagaimana mengukur kemiskinan ? ukuran miskinnya beda. misalnya, kalo tanahnya rb hektar dikembalikan negara, dia pasti langsung merasa miskin","prabowo sejak lahir seperti raya , pernah merasakan susah . bagaimana mengukur kemiskinan ? ukuran miskinnya beda . misalnya , kalau tanahnya ribu hektar dikembalikan negara , dia pasti langsung merasa miskin",prabowo sejak lahir seperti raya pernah rasa susah bagaimana ukur miskin ukur miskin beda misal kalau tanah ribu hektar kembali negara dia pasti langsung rasa miskin,"['prabowo', 'sejak', 'lahir', 'seperti', 'raya', 'pernah', 'rasa', 'susah', 'bagaimana', 'ukur', 'miskin', 'ukur', 'miskin', 'beda', 'misal', 'kalau', 'tanah', 'ribu', 'hektar', 'kembali', 'negara', 'dia', 'pasti', 'langsung', 'rasa', 'miskin']"
732,Prabowo Disambut Ribuan Masyarakat Sumatera Utara di Medan https://t.co/HCHID0fcIh,Prabowo Disambut Ribuan Masyarakat Sumatera Utara di Medan,prabowo disambut ribuan masyarakat sumatera utara di medan,prabowo disambut ribuan masyarakat sumatera utara medan,prabowo disambut ribuan masyarakat sumatra utara medan,prabowo sambut ribu masyarakat sumatra utara medan,"['prabowo', 'sambut', 'ribu', 'masyarakat', 'sumatra', 'utara', 'medan']"
733,@zarryhendrik @nialubis_ analogi gak nyambung pantesan masuk kubu prabowo,analogi gak nyambung pantesan masuk kubu prabowo,analogi gak nyambung pantesan masuk kubu prabowo,analogi gak nyambung pantesan masuk kubu prabowo,analogi tidak menyambung pantas saja masuk kubu prabowo,analogi tidak sambung pantas saja masuk kubu prabowo,"['analogi', 'tidak', 'sambung', 'pantas', 'saja', 'masuk', 'kubu', 'prabowo']"
734,"Ganti ajalah Menhan Prabowo dengan Wamenhan..   Katanya rahasia, ini bisa dibukakan?!   Memang parah Prabowo😄😄😄  https://t.co/tKUZ8wPBsd","Ganti ajalah Menhan Prabowo dengan Wamenhan.. Katanya rahasia, ini bisa dibukakan?! Memang parah Prabowo","ganti ajalah menhan prabowo dengan wamenhan.. katanya rahasia, ini bisa dibukakan?! memang parah prabowo","ganti ajalah menhan prabowo wamenhan.. katanya rahasia, bisa dibukakan?! memang parah prabowo","ganti sajalah menhan prabowo wamenhan .. katanya rahasia , bisa dibukakan ? ! memang parah prabowo",ganti saja menhan prabowo wamenhan kata rahasia bisa buka memang parah prabowo,"['ganti', 'saja', 'menhan', 'prabowo', 'wamenhan', 'kata', 'rahasia', 'bisa', 'buka', 'memang', 'parah', 'prabowo']"
735,"@NenkMonica Di dalam pidato diatas Prabowo menyebutkan itu tanah negara.  Ketika pak Anies Rasid Baswedan jadi presiden. tolong tanah itu di kembalikan ke negara,  agar bisa di pergunakan dan di manfaatkan oleh negara untuk Rakyat.","Di dalam pidato diatas Prabowo menyebutkan itu tanah negara. Ketika pak Anies Rasid Baswedan jadi presiden. tolong tanah itu di kembalikan ke negara, agar bisa di pergunakan dan di manfaatkan oleh negara untuk Rakyat.","di dalam pidato diatas prabowo menyebutkan itu tanah negara. ketika pak anies rasid baswedan jadi presiden. tolong tanah itu di kembalikan ke negara, agar bisa di pergunakan dan di manfaatkan oleh negara untuk rakyat.","dalam pidato diatas prabowo menyebutkan tanah negara. pak anies rasid baswedan jadi presiden. tanah kembalikan negara, bisa di pergunakan di manfaatkan negara rakyat.","dalam pidato di atas prabowo menyebutkan tanah negara . pak anies rasid baswedan jadi presiden . tanah kembalikan negara , bisa di pergunakan di manfaatkan negara rakyat .",dalam pidato di atas prabowo sebut tanah negara pak anies rasid baswedan jadi presiden tanah kembali negara bisa di guna di manfaat negara rakyat,"['dalam', 'pidato', 'di', 'atas', 'prabowo', 'sebut', 'tanah', 'negara', 'pak', 'anies', 'rasid', 'baswedan', 'jadi', 'presiden', 'tanah', 'kembali', 'negara', 'bisa', 'di', 'guna', 'di', 'manfaat', 'negara', 'rakyat']"
736,"Tum @PartaiSocmed, gk usah lah bawa-bawa Cak Nun untuk membela @prabowo. Udah, lakuin aja strategi medsos kalian, tapi gk usah bawa-bawa Cak Nun apalagi motong-motong videonya. Cupu!","Tum , gk usah lah bawa-bawa Cak Nun untuk membela . Udah, lakuin aja strategi medsos kalian, tapi gk usah bawa-bawa Cak Nun apalagi motong-motong videonya. Cupu!","tum , gk usah lah bawa-bawa cak nun untuk membela . udah, lakuin aja strategi medsos kalian, tapi gk usah bawa-bawa cak nun apalagi motong-motong videonya. cupu!","tum , gk usah lah bawa-bawa cak nun membela . udah, lakuin aja strategi medsos kalian, gk usah bawa-bawa cak nun motong-motong videonya. cupu!","tum , tidak perlu lah bawa-bawa cak nun membela . sudah , lakukan saja strategi media sosial kalian , tidak perlu bawa-bawa cak nun motong-motong videonya . culun !",tum tidak perlu lah bawa cak nun bela sudah laku saja strategi media sosial kalian tidak perlu bawa cak nun motong-motong video culun,"['tum', 'tidak', 'perlu', 'lah', 'bawa', 'cak', 'nun', 'bela', 'sudah', 'laku', 'saja', 'strategi', 'media', 'sosial', 'kalian', 'tidak', 'perlu', 'bawa', 'cak', 'nun', 'motong-motong', 'video', 'culun']"
